Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Subtype of Property_Grouped
Merelbeke,9820,Province of East Flanders,House,house,395000,3,133,0,0,0,0,0,1,720,0,720,0,F,728,Good,Houses
Bruxelles,1120,Brussels-Capital Region,House,house,379000,3,160,1,0,0,0,0,1,40,0,130,2,G,456,To be done up,Houses
Nijlen,2560,Province of Antwerp,House,house,675000,4,327,1,0,0,0,0,1,500,1,850,4,D,335,Not specified,Houses
Beersel,1653,Province of Flemish Brabant,House,villa,615000,3,200,1,0,1,0,0,1,500,0,1111,4,E,457,To renovate,Luxury Properties
Hoboken,2660,Province of Antwerp,Apartment,apartment,249900,2,97,0,0,0,1,3,0,0,0,0,2,B,120,As new,Apartments
Lembeke,9971,Province of East Flanders,House,house,350000,3,142,1,0,0,1,9,1,72,0,910,0,Not specified,317,Just renovated,Houses
Gouy-lez-pieton,6181,Province of Hainaut,House,house,219900,3,198,1,0,0,0,0,1,846,0,1008,4,F,486,Good,Houses
Antwerpen,2600,Province of Antwerp,Apartment,apartment,775000,4,308,1,0,0,1,10,0,0,0,0,2,B,160,Good,Apartments
Antwerpen,2140,Province of Antwerp,House,exceptional-property,650000,5,495,0,0,0,0,0,0,0,0,333,2,F,504,Not specified,Luxury Properties
Aalst,9300,Province of East Flanders,House,house,155000,2,113,0,0,0,0,0,0,0,0,60,2,F,520,To renovate,Houses
Tournai-thimougies,7533,Province of Hainaut,House,villa,845000,6,328,1,0,0,0,0,1,2793,1,2793,4,B,118,Good,Luxury Properties
Lembeke,9971,Province of East Flanders,House,house,385000,3,176,1,0,0,1,7,1,59,0,910,0,Not specified,317,Just renovated,Houses
Stavelot,4970,Province of Liège,House,villa,650000,5,264,1,1,0,0,0,0,0,0,1584,0,D,330,Not specified,Luxury Properties
Deurne,2100,Province of Antwerp,Apartment,apartment,179000,3,89,0,0,0,1,3,0,0,0,0,2,C,204,To be done up,Apartments
Saint-nicolas,4420,Province of Liège,House,house,275000,2,110,1,1,0,1,15,1,90,0,229,2,C,207,As new,Houses
Brugge,8000,Province of West Flanders,House,mixed-use-building,1150000,3,373,1,0,0,0,0,0,0,0,609,2,D,317,To be done up,Specialized Properties
Brugge,8000,Province of West Flanders,House,house,669000,2,205,0,0,0,0,0,0,0,0,105,4,B,317,Not specified,Houses
Duffel,2570,Province of Antwerp,Apartment,apartment,215000,3,85,0,0,0,1,10,0,0,0,0,0,C,232,Good,Apartments
Hannut,4280,Province of Liège,Apartment,apartment,175000,2,103,1,0,0,0,0,0,0,0,0,4,B,137,Good,Apartments
Gentbrugge,9050,Province of East Flanders,House,house,415000,3,130,0,0,0,1,12,1,195,0,195,0,C,235,Good,Houses
Ferrieres,4190,Province of Liège,Apartment,apartment,119000,1,77,0,0,0,0,0,1,162,0,0,3,E,415,Good,Apartments
Schoten,2900,Province of Antwerp,House,villa,1695000,5,554,0,0,0,0,0,0,0,1,2660,4,B,182,As new,Luxury Properties
Uccle,1180,Brussels-Capital Region,Apartment,apartment,269000,1,70,1,0,0,1,10,0,0,0,0,2,B,317,As new,Apartments
Rixensart,1331,Province of Walloon Brabant,House,exceptional-property,748000,9,434,0,0,0,0,0,0,0,0,5140,4,Not specified,317,Not specified,Luxury Properties
Wachtebeke,9185,Province of East Flanders,House,house,257000,4,120,0,0,0,0,0,1,115,0,226,3,D,371,To be done up,Houses
Glimes,1315,Province of Walloon Brabant,House,house,695000,3,339,0,0,1,0,0,0,0,0,6246,4,B,162,Good,Houses
Hannut,4280,Province of Liège,Apartment,apartment,190000,2,103,1,0,0,0,0,0,0,0,0,4,B,137,Good,Apartments
Ronse,9600,Province of East Flanders,House,house,415000,3,145,0,0,0,1,16,1,100,0,206,3,Not specified,317,As new,Houses
Willebroek,2830,Province of Antwerp,Apartment,apartment,214000,2,75,0,0,0,0,0,0,0,0,0,0,C,274,As new,Apartments
Heusy,4800,Province of Liège,House,house,695000,4,270,1,0,0,1,45,1,794,0,794,4,B,170,Not specified,Houses
Oostrozebeke,8780,Province of West Flanders,Apartment,apartment,235000,2,80,1,0,0,0,0,0,0,0,0,0,A,109,Good,Apartments
Sint-niklaas,9100,Province of East Flanders,Apartment,apartment,249000,2,90,1,0,0,1,7,0,0,0,0,2,B,159,Good,Apartments
Aubange,6790,Province of Luxembourg,House,house,425000,4,159,0,0,0,1,18,0,0,0,381,3,A,73,Good,Houses
Antwerpen,2000,Province of Antwerp,Apartment,apartment,373000,2,90,1,0,0,0,0,0,0,0,0,0,C,228,Just renovated,Apartments
Gent-sint-amandsberg,9040,Province of East Flanders,House,house,250000,4,146,0,0,0,1,45,0,0,0,114,2,F,837,To renovate,Houses
Ottignies-louvain-la-neuve,1340,Province of Walloon Brabant,House,house,880000,4,402,1,0,0,0,0,0,0,0,2700,4,A,317,Not specified,Houses
Antwerpen,2100,Province of Antwerp,Apartment,apartment,229000,2,106,0,0,0,1,5,0,0,0,0,0,B,317,Good,Apartments
Seneffe,7180,Province of Hainaut,House,house,750000,5,260,1,0,0,1,80,1,5682,1,6347,3,C,173,Good,Houses
Drogenbos,1620,Province of Flemish Brabant,Apartment,apartment,269000,1,70,1,0,0,1,10,0,0,0,0,2,B,103,As new,Apartments
Braine-lalleud,1420,Province of Walloon Brabant,House,villa,449000,3,145,1,0,0,1,30,1,756,0,867,4,C,241,Good,Luxury Properties
Grimbergen,1850,Province of Flemish Brabant,House,house,515000,3,234,0,0,0,0,0,0,0,0,450,3,D,344,Not specified,Houses
Rotselaar,3110,Province of Flemish Brabant,House,house,459000,3,185,1,0,0,1,70,0,0,0,765,0,F,518,Good,Houses
Evere,1140,Brussels-Capital Region,Apartment,apartment,335000,2,106,1,0,0,1,3,0,0,0,0,0,D,183,Good,Apartments
Chenee,4032,Province of Liège,House,house,185000,4,150,1,0,0,1,10,1,50,0,160,2,G,664,To be done up,Houses
Bertrix,6880,Province of Luxembourg,House,house,49000,4,145,0,0,0,1,8,1,52,0,167,3,D,282,Good,Houses
Tongeren,3700,Province of Limburg,House,mixed-use-building,559000,3,296,1,0,0,0,0,0,0,0,176,0,D,317,Not specified,Specialized Properties
Uccle,1180,Brussels-Capital Region,House,apartment-block,975000,0,541,0,0,0,0,0,0,0,0,741,3,G,362,Not specified,Specialized Properties
Hasselt,3500,Province of Limburg,Apartment,penthouse,345000,1,92,1,0,0,0,0,0,0,0,0,2,B,180,Not specified,Apartments
Gentbrugge,9050,Province of East Flanders,House,house,469000,5,188,1,0,0,0,0,1,289,0,289,0,B,179,Good,Houses
Geraardsbergen,9500,Province of East Flanders,House,house,520000,5,523,1,0,0,1,65,1,200,0,550,3,E,452,Not specified,Houses
Drogenbos,1620,Province of Flemish Brabant,House,apartment-block,975000,7,541,0,0,0,1,27,0,0,0,741,3,D,362,Not specified,Specialized Properties
Koekelberg,1081,Brussels-Capital Region,Apartment,apartment,280000,3,120,0,0,0,1,8,0,0,0,0,2,G,471,To be done up,Apartments
Rochefort,5580,Province of Namur,Apartment,apartment,145000,2,131,1,0,0,0,0,0,0,0,0,2,F,317,Not specified,Apartments
Antwerpen,2000,Province of Antwerp,Apartment,duplex,895000,3,286,1,0,0,1,30,0,0,0,0,2,B,121,Just renovated,Apartments
Jabbeke,8490,Province of West Flanders,House,house,519000,4,205,0,0,0,0,0,0,0,0,783,4,D,375,As new,Houses
Uccle,1180,Brussels-Capital Region,House,house,790000,4,262,0,0,0,0,0,1,674,0,840,2,F,325,Not specified,Houses
Izegem,8870,Province of West Flanders,House,house,329000,3,177,1,0,0,0,0,0,0,0,502,0,C,255,Good,Houses
Antwerpen,2018,Province of Antwerp,Apartment,apartment,396000,3,182,1,0,0,0,0,0,0,0,0,2,B,134,Not specified,Apartments
Uccle,1180,Brussels-Capital Region,House,apartment-block,795000,6,223,1,0,0,1,10,0,0,0,0,2,Not specified,317,Not specified,Specialized Properties
Antwerpen,2018,Province of Antwerp,Apartment,apartment,395000,2,98,1,0,0,1,20,0,0,0,0,0,B,105,Just renovated,Apartments
Londerzeel,1840,Province of Flemish Brabant,House,house,475000,3,160,1,0,0,0,0,0,0,0,839,4,D,327,Good,Houses
Oostende,8400,Province of West Flanders,House,house,799000,3,223,0,0,0,1,10,0,0,0,0,4,A,97,As new,Houses
Ruddervoorde,8020,Province of West Flanders,House,house,380000,3,192,0,0,0,1,137,0,0,0,412,0,C,289,Good,Houses
Knokke,8300,Province of West Flanders,Apartment,apartment,398000,1,53,1,0,0,0,0,0,0,0,0,2,A,85,Good,Apartments
Wilrijk,2610,Province of Antwerp,House,house,495000,2,167,1,0,0,0,0,1,162,0,162,0,C,288,Good,Houses
Rixensart,1330,Province of Walloon Brabant,Apartment,triplex,430000,4,140,0,0,0,0,0,1,100,0,0,3,E,385,Good,Apartments
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,750000,4,215,1,0,0,0,0,0,0,0,0,4,E,269,Good,Apartments
Nieuwpoort,8620,Province of West Flanders,Apartment,flat-studio,175000,1,35,1,1,0,0,0,0,0,0,0,0,B,184,Not specified,Apartments
Asse,1731,Province of Flemish Brabant,House,house,525000,5,250,1,0,0,0,0,0,0,0,460,2,B,181,Good,Houses
Bruxelles,1120,Brussels-Capital Region,Apartment,apartment,310000,2,75,1,0,0,1,9,0,0,0,0,3,B,64,As new,Apartments
Brakel,9660,Province of East Flanders,Apartment,apartment,220000,1,93,1,0,0,0,0,0,0,0,0,0,A,87,Good,Apartments
Pepingen,1670,Province of Flemish Brabant,House,villa,525000,5,205,1,0,0,0,0,0,0,0,2107,4,F,616,To be done up,Luxury Properties
Hoboken,2660,Province of Antwerp,Apartment,apartment,575000,3,285,1,0,0,1,12,0,0,0,0,2,B,132,Good,Apartments
Tournai,7500,Province of Hainaut,Apartment,apartment,229000,2,97,0,0,0,0,0,0,0,0,0,2,B,89,As new,Apartments
Arlon,6700,Province of Luxembourg,House,house,395000,4,150,0,0,0,1,20,1,1200,0,1396,4,D,315,To be done up,Houses
Stabroek,2940,Province of Antwerp,House,house,495000,4,188,1,0,0,0,0,1,279,0,279,0,B,154,Good,Houses
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,980000,4,307,1,0,0,1,10,0,0,0,0,2,E,265,To renovate,Apartments
Keerbergen,3140,Province of Flemish Brabant,House,house,525000,4,252,1,0,0,0,0,0,0,0,1735,4,F,552,Good,Houses
Aubange-athus,6791,Province of Luxembourg,House,house,430000,3,160,0,0,0,1,60,1,750,0,872,4,D,276,Good,Houses
Laeken,1020,Brussels-Capital Region,House,house,499000,3,190,1,0,0,1,28,1,185,0,291,2,E,243,Good,Houses
Antwerpen,2050,Province of Antwerp,House,villa,895000,7,500,1,0,1,0,0,1,300,0,1120,4,F,785,Not specified,Luxury Properties
Liege,4000,Province of Liège,House,apartment-block,525000,3,320,0,0,0,0,0,0,0,0,0,2,D,262,To be done up,Specialized Properties
Middelkerke,8430,Province of West Flanders,Apartment,apartment,245000,0,38,0,0,0,0,0,0,0,0,0,0,C,245,Just renovated,Apartments
Rhode-saint-genese,1640,Province of Flemish Brabant,House,villa,895000,5,316,1,0,0,0,0,0,0,1,600,4,C,265,Good,Luxury Properties
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,980000,4,307,1,0,0,1,10,0,0,0,0,2,E,265,To renovate,Apartments
Antwerpen,2170,Province of Antwerp,House,mansion,399000,4,172,1,0,0,1,18,1,64,0,166,2,B,159,As new,Luxury Properties
Ingelmunster,8770,Province of West Flanders,Apartment,apartment,270000,2,96,0,0,0,0,0,0,0,0,0,0,A,94,Good,Apartments
Wondelgem,9032,Province of East Flanders,Apartment,apartment,279000,2,100,0,0,0,1,5,0,0,0,0,0,B,169,Good,Apartments
Antwerpen,2600,Province of Antwerp,House,mansion,895000,5,240,1,0,1,0,0,1,65,0,0,2,B,188,Not specified,Luxury Properties
Antwerpen,2050,Province of Antwerp,House,house,545000,6,203,0,0,0,0,0,1,185,0,280,4,D,364,Good,Houses
Uccle,1180,Brussels-Capital Region,Apartment,apartment,995000,5,400,1,0,0,1,88,1,370,0,0,2,C,137,To be done up,Apartments
Leuven,3000,Province of Flemish Brabant,Apartment,apartment,420000,2,96,0,0,0,0,0,0,0,0,0,2,A,96,Not specified,Apartments
Aalst,9300,Province of East Flanders,Apartment,apartment,289000,3,107,1,0,0,0,0,0,0,0,0,3,B,185,Good,Apartments
Edegem,2650,Province of Antwerp,House,house,549000,4,212,0,0,0,1,15,1,80,0,175,2,B,187,Good,Houses
Antwerpen,2050,Province of Antwerp,Apartment,apartment,365000,2,95,1,0,0,0,0,0,0,0,0,0,B,115,Good,Apartments
Oostende,8400,Province of West Flanders,Apartment,apartment,259000,2,101,1,1,0,1,10,0,0,0,0,2,A,79,Good,Apartments
Knokke-heist,8301,Province of West Flanders,Apartment,apartment,459000,2,103,0,0,0,0,0,0,0,0,0,0,C,208,Good,Apartments
Brussels,1000,Brussels-Capital Region,Apartment,penthouse,1150000,3,223,1,0,1,1,22,0,0,0,0,2,D,183,As new,Apartments
Landen,3400,Province of Flemish Brabant,House,house,549000,4,245,0,0,0,1,8,1,8,0,136,2,B,192,As new,Houses
Jodoigne-jauchelette,1370,Province of Walloon Brabant,House,exceptional-property,995000,5,454,1,0,0,0,0,0,0,1,13000,4,E,353,Good,Luxury Properties
Waremme,4300,Province of Liège,House,house,395000,4,200,1,0,0,1,17,1,300,0,642,4,D,307,To be done up,Houses
Knokke-heist,8300,Province of West Flanders,Apartment,apartment,460000,2,68,0,0,0,0,0,0,0,0,0,0,B,117,Good,Apartments
Heist-aan-zee,8301,Province of West Flanders,Apartment,apartment,1495000,3,324,1,0,0,1,40,0,0,0,0,0,D,317,Good,Apartments
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,apartment,315000,2,80,1,0,0,1,3,0,0,0,0,2,C,203,Just renovated,Apartments
Neder-over-heembeek,1120,Brussels-Capital Region,Apartment,apartment,175000,1,55,1,0,0,1,2,0,0,0,0,2,E,235,To renovate,Apartments
Meerle,2328,Province of Antwerp,House,house,639000,4,265,1,0,0,0,0,0,0,1,722,4,C,317,As new,Houses
Saint-georges-sur-meuse,4470,Province of Liège,House,villa,990000,5,500,0,0,0,1,150,1,1000,0,1893,4,Not specified,317,Not specified,Luxury Properties
Lembeke,9971,Province of East Flanders,Apartment,apartment,385000,2,129,1,0,0,1,16,0,0,0,0,0,Not specified,317,Just renovated,Apartments
Uccle,1180,Brussels-Capital Region,House,mixed-use-building,559000,3,222,0,0,0,0,0,0,0,0,93,3,G,510,Not specified,Specialized Properties
Oostende,8400,Province of West Flanders,Apartment,apartment,220000,2,83,0,0,0,1,7,0,0,0,0,0,B,117,Not specified,Apartments
Berlaar,2590,Province of Antwerp,House,house,329000,3,134,0,0,0,0,0,0,0,0,680,0,F,895,To renovate,Houses
Hulshout-houtvenne,2235,Province of Antwerp,House,house,675000,3,223,1,0,0,0,0,0,0,0,495,3,A,87,As new,Houses
Braine-le-chateau,1440,Province of Walloon Brabant,House,villa,585000,4,235,1,0,1,0,0,1,900,1,1169,4,C,214,Good,Luxury Properties
Knokke-heist,8300,Province of West Flanders,House,town-house,1025000,4,215,1,0,0,1,45,0,0,0,260,2,B,181,Not specified,Houses
Waregem,8790,Province of West Flanders,Apartment,apartment,249000,2,136,0,0,0,1,35,0,0,0,0,0,B,128,Good,Apartments
Rumbeke,8800,Province of West Flanders,Apartment,apartment,199000,2,79,1,0,0,1,7,0,0,0,0,2,B,126,As new,Apartments
Antwerpen,2000,Province of Antwerp,Apartment,apartment,349000,2,106,0,0,0,1,1,0,0,0,0,2,C,248,Not specified,Apartments
Menen,8930,Province of West Flanders,Apartment,apartment,345000,2,148,1,0,0,0,0,0,0,0,0,2,D,361,Good,Apartments
Oostende,8400,Province of West Flanders,Apartment,apartment,315000,2,82,0,0,0,1,1,0,0,0,0,0,B,163,Not specified,Apartments
Meise,1860,Province of Flemish Brabant,House,villa,595000,4,219,0,0,0,0,0,0,0,0,440,4,D,326,Not specified,Luxury Properties
Anderlecht,1070,Brussels-Capital Region,House,house,475000,2,165,1,0,0,0,0,0,0,0,50,2,F,339,Good,Houses
Nederhasselt,9400,Province of East Flanders,House,bungalow,495000,3,130,0,0,0,0,0,0,0,0,1917,0,D,317,To be done up,Houses
Woluwe-saint-pierre,1150,Brussels-Capital Region,Apartment,penthouse,750000,4,210,1,0,0,0,0,0,0,0,0,3,D,195,To renovate,Apartments
Knokke-heist,8300,Province of West Flanders,House,house,1045000,4,232,1,0,0,0,0,1,184,0,184,2,B,131,Good,Houses
Nieuwpoort,8620,Province of West Flanders,House,house,595000,3,237,0,0,0,1,12,1,11,0,117,2,B,317,Good,Houses
Duffel,2570,Province of Antwerp,Apartment,apartment,138000,1,42,0,0,0,0,0,0,0,0,0,2,B,155,To be done up,Apartments
Hulshout,2235,Province of Antwerp,House,house,369000,2,86,1,0,0,0,0,0,0,0,460,3,A,317,As new,Houses
Knokke-heist,8300,Province of West Flanders,House,apartment-block,1440000,10,400,0,0,0,0,0,0,0,0,543,2,B,185,Not specified,Specialized Properties
Ruddervoorde,8020,Province of West Flanders,House,house,320000,3,178,0,0,0,0,0,0,0,0,1011,0,F,644,To renovate,Houses
Uccle,1180,Brussels-Capital Region,House,house,1490000,5,300,1,0,0,0,0,1,145,0,245,2,E,234,To be done up,Houses
Wommelgem,2160,Province of Antwerp,House,house,599000,2,398,0,0,0,0,0,0,0,0,1072,0,C,270,Not specified,Houses
Saint-nicolas,4420,Province of Liège,Apartment,apartment,229000,3,93,1,0,0,1,13,0,0,0,0,3,B,106,Good,Apartments
Huy,4500,Province of Liège,House,house,385000,4,155,0,0,0,1,48,1,512,0,649,3,B,147,Not specified,Houses
Bredene,8450,Province of West Flanders,Apartment,apartment,145000,1,65,0,0,0,1,3,0,0,0,0,0,C,209,To renovate,Apartments
Oudenaarde,9700,Province of East Flanders,Apartment,apartment,325000,2,99,0,0,0,0,0,0,0,0,0,2,C,230,Good,Apartments
Mechelen,2800,Province of Antwerp,Apartment,apartment,179000,1,59,0,0,0,1,9,1,150,0,0,4,B,189,Good,Apartments
Deurne,2100,Province of Antwerp,Apartment,apartment,185000,2,75,0,0,0,1,4,0,0,0,0,2,B,161,To be done up,Apartments
Hamme,9220,Province of East Flanders,House,house,649000,5,292,0,0,0,0,0,0,0,0,1030,4,D,317,Not specified,Houses
Vilvoorde,1800,Province of Flemish Brabant,House,house,299000,3,140,0,0,0,0,0,1,35,0,122,2,E,446,To be done up,Houses
Overijse-lac-de-genval,3090,Province of Flemish Brabant,House,exceptional-property,1380000,6,401,1,0,0,1,10,1,4284,0,4284,3,C,274,To renovate,Luxury Properties
Kapellen,2950,Province of Antwerp,Apartment,apartment,349000,2,104,1,0,0,1,8,0,0,0,0,2,B,132,As new,Apartments
Koksijde,8670,Province of West Flanders,Apartment,apartment,495000,2,103,0,0,0,0,0,0,0,0,0,0,B,150,Just renovated,Apartments
Keerbergen,3140,Province of Flemish Brabant,Apartment,duplex,499000,3,123,0,0,0,1,23,0,0,0,0,2,Not specified,317,Good,Apartments
Tremelo,3120,Province of Flemish Brabant,House,country-cottage,598000,4,289,1,0,1,0,0,0,0,0,1843,4,D,376,Good,Houses
Bassenge,4690,Province of Liège,Apartment,apartment,144000,2,90,0,0,0,0,0,0,0,0,0,3,C,243,Good,Apartments
Jette,1090,Brussels-Capital Region,Apartment,apartment,200000,2,89,1,0,0,1,7,0,0,0,0,2,D,156,To be done up,Apartments
Zutendaal,3690,Province of Limburg,House,villa,649000,4,387,1,0,0,0,0,0,0,0,2243,0,B,135,Not specified,Luxury Properties
Tervuren-duisburg,3080,Province of Flemish Brabant,House,house,695000,4,200,1,0,0,0,0,1,971,0,1334,3,A,43,Not specified,Houses
Zonhoven,3520,Province of Limburg,House,house,650000,5,409,0,0,0,0,0,0,0,0,1187,4,B,182,Not specified,Houses
Jette,1090,Brussels-Capital Region,House,house,615000,4,200,0,0,0,0,0,1,45,0,200,2,C,122,Good,Houses
Bassenge,4690,Province of Liège,Apartment,apartment,149000,2,100,1,0,0,0,0,0,0,0,0,3,C,215,Good,Apartments
Jette,1090,Brussels-Capital Region,House,town-house,425000,4,180,1,0,0,0,0,1,150,0,238,2,F,320,To renovate,Houses
Dilbeek,1700,Province of Flemish Brabant,House,exceptional-property,619000,3,282,1,0,1,1,1,1,1,0,3840,0,E,429,To be done up,Luxury Properties
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,165000,1,55,1,0,0,0,0,0,0,0,0,2,F,345,Good,Apartments
Leuven,3000,Province of Flemish Brabant,Apartment,apartment,485000,3,180,0,0,0,1,3,0,0,0,0,0,C,244,Not specified,Apartments
Zelzate,9060,Province of East Flanders,House,bungalow,325000,3,129,1,0,0,0,0,1,1,0,681,3,E,317,Good,Houses
Forest,1190,Brussels-Capital Region,House,house,625000,3,250,1,0,0,1,5,1,190,0,351,2,G,376,To renovate,Houses
Bruxelles,1020,Brussels-Capital Region,Apartment,apartment,169000,1,50,1,0,0,0,0,0,0,0,0,0,G,487,Good,Apartments
Waasmunster,9250,Province of East Flanders,House,house,409000,3,190,0,0,0,0,0,0,0,0,0,3,A,41,Not specified,Houses
Grimminge,9506,Province of East Flanders,House,house,369000,2,197,1,0,0,0,0,1,1351,0,1636,4,F,1158,Good,Houses
Geel,2440,Province of Antwerp,Apartment,apartment,199000,1,60,1,0,0,1,8,0,0,0,0,1,B,117,As new,Apartments
Molenbeek-saint-jean,1080,Brussels-Capital Region,Apartment,apartment,349000,2,131,0,0,0,1,4,0,0,0,0,0,D,204,Not specified,Apartments
Woluwe-saint-pierre,1150,Brussels-Capital Region,House,house,1045000,6,300,1,0,0,1,20,1,300,0,545,3,D,175,As new,Houses
Grimbergen,1850,Province of Flemish Brabant,House,house,315000,3,193,0,0,0,0,0,0,0,0,1082,3,F,704,To renovate,Houses
Zaventem,1930,Province of Flemish Brabant,Apartment,flat-studio,169000,1,39,1,1,0,1,5,0,0,0,0,2,C,212,As new,Apartments
Dilbeek,1700,Province of Flemish Brabant,House,house,749000,5,235,1,0,0,1,75,0,0,0,700,4,D,372,Good,Houses
Welkenraedt,4840,Province of Liège,House,house,349000,4,134,1,0,0,1,34,0,0,0,500,3,B,134,Good,Houses
Lier-koningshooikt,2500,Province of Antwerp,House,house,625000,4,235,1,0,0,0,0,0,0,0,508,3,A,317,Good,Houses
Bruxelles,1000,Brussels-Capital Region,Apartment,duplex,460000,3,146,1,0,0,1,52,0,0,0,0,2,C,103,As new,Apartments
Arlon,6700,Province of Luxembourg,Apartment,apartment,180000,1,61,0,0,0,0,0,0,0,0,0,0,B,125,Good,Apartments
Bruxelles,1000,Brussels-Capital Region,Apartment,kot,125000,1,18,1,1,0,0,0,0,0,0,0,2,Not specified,317,Good,Apartments
Sint-gillis,1060,Brussels-Capital Region,House,apartment-block,649000,4,220,0,0,0,0,0,0,0,0,86,3,F,322,Good,Specialized Properties
Ixelles,1050,Brussels-Capital Region,House,house,1600000,5,342,1,0,0,1,35,1,1,0,0,2,F,331,As new,Houses
Moignelee,5060,Province of Namur,House,farmhouse,199999,2,109,1,0,0,0,0,1,690,0,790,3,G,317,To be done up,Houses
Blankenberge,8370,Province of West Flanders,Apartment,flat-studio,125000,1,38,0,0,0,0,0,0,0,0,0,0,B,127,To be done up,Apartments
Arlon,6700,Province of Luxembourg,House,house,950000,9,435,0,0,1,0,0,0,0,0,1725,4,C,227,Good,Houses
Ronse,9600,Province of East Flanders,House,house,215000,3,145,1,0,0,1,11,0,0,0,98,2,A,97,As new,Houses
